	Symbol_hg	Symbol_mm	ID
9043	CHRNB4	Chrnb4	CHRNB4_Chrnb4
9044	ESYT1	Esyt1	ESYT1_Esyt1
9045	APOC1	Apoc1	APOC1_Apoc1
9046	MAST4	Mast4	MAST4_Mast4
9047	TMEM271	Gm42517	TMEM271_Gm42517
9048	GEMIN5	Gemin5	GEMIN5_Gemin5
9049	MMD2	Mmd2	MMD2_Mmd2
9050	NXPH4	Nxph4	NXPH4_Nxph4
9051	PKHD1	Pkhd1	PKHD1_Pkhd1
9052	HPGDS	Hpgds	HPGDS_Hpgds
9053	LBHD2	Lbhd2	LBHD2_Lbhd2
9054	RBX1	Rbx1	RBX1_Rbx1
9055	SEPTIN3	Septin3	SEPTIN3_Septin3
9056	CEP350	Cep350	CEP350_Cep350
9057	DCAF12	Dcaf12	DCAF12_Dcaf12
9058	TSR1	Tsr1	TSR1_Tsr1
9059	ILF2	Ilf2	ILF2_Ilf2
9060	MYH8	Myh8	MYH8_Myh8
9061	AMACR	Amacr	AMACR_Amacr
9062	KCNC4	Kcnc4	KCNC4_Kcnc4
9063	SOCS4	Socs4	SOCS4_Socs4
9064	B3GNT2	B3gnt2	B3GNT2_B3gnt2
9065	TMPRSS11B	Tmprss11b	TMPRSS11B_Tmprss11b
9066	MMP21	Mmp21	MMP21_Mmp21
9067	MEGF9	Megf9	MEGF9_Megf9
9068	ZCCHC24	Zcchc24	ZCCHC24_Zcchc24
9069	MAML2	Maml2	MAML2_Maml2
9070	SULT2B1	Sult2b1	SULT2B1_Sult2b1
9071	PSIP1	Psip1	PSIP1_Psip1
9072	POLR2G	Polr2g	POLR2G_Polr2g
9073	EIF2A	Eif2a	EIF2A_Eif2a
9074	HNRNPA2B1	Hnrnpa2b1	HNRNPA2B1_Hnrnpa2b1
9075	FAM221A	Fam221a	FAM221A_Fam221a
9076	CDCA4	Cdca4	CDCA4_Cdca4
9077	CCDC61	Ccdc61	CCDC61_Ccdc61
9078	RESP18	Resp18	RESP18_Resp18
9079	UST	Ust	UST_Ust
9080	TCIRG1	Tcirg1	TCIRG1_Tcirg1
9081	CHDH	Chdh	CHDH_Chdh
9082	A3GALT2	A3galt2	A3GALT2_A3galt2
9083	CDC25B	Cdc25b	CDC25B_Cdc25b
9084	OSBPL1A	Osbpl1a	OSBPL1A_Osbpl1a
9085	LDLRAD3	Ldlrad3	LDLRAD3_Ldlrad3
9086	NAAA	Naaa	NAAA_Naaa
9087	HM13	H13	HM13_H13
9088	UBD	Ubd	UBD_Ubd
9089	DMRTB1	Dmrtb1	DMRTB1_Dmrtb1
9090	MME	Mme	MME_Mme
9091	GALNT7	Galnt7	GALNT7_Galnt7
9092	ZBTB40	Zbtb40	ZBTB40_Zbtb40
9093	GRM1	Grm1	GRM1_Grm1
9094	ATP1A1	Atp1a1	ATP1A1_Atp1a1
9095	PAN2	Pan2	PAN2_Pan2
9096	KLHL36	Klhl36	KLHL36_Klhl36
9097	CD109	Cd109	CD109_Cd109
9098	GOLGA5	Golga5	GOLGA5_Golga5
9099	ILK	Ilk	ILK_Ilk
9100	CDHR5	Cdhr5	CDHR5_Cdhr5
9101	AP2A2	Ap2a2	AP2A2_Ap2a2
9102	KSR2	Ksr2	KSR2_Ksr2
9103	GON4L	Gon4l	GON4L_Gon4l
9104	PCBP1	Pcbp1	PCBP1_Pcbp1
9105	ZDHHC13	Zdhhc13	ZDHHC13_Zdhhc13
9106	CLYBL	Clybl	CLYBL_Clybl
9107	STXBP3	Stxbp3	STXBP3_Stxbp3
9108	NUP42	Nupl2	NUP42_Nupl2
9109	DDIT4	Ddit4	DDIT4_Ddit4
9110	ZNF628	Zfp628	ZNF628_Zfp628
9111	VAMP5	Vamp5	VAMP5_Vamp5
9112	NOVA2	Nova2	NOVA2_Nova2
9113	KHDC4	Khdc4	KHDC4_Khdc4
9114	GALM	Galm	GALM_Galm
9115	MARS1	Mars1	MARS1_Mars1
9116	H2AP	H2ap	H2AP_H2ap
9117	IL17C	Il17c	IL17C_Il17c
9118	SYMPK	Sympk	SYMPK_Sympk
9119	RNGTT	Rngtt	RNGTT_Rngtt
9120	ALKBH8	Alkbh8	ALKBH8_Alkbh8
9121	CLEC16A	Clec16a	CLEC16A_Clec16a
9122	KCP	Kcp	KCP_Kcp
9123	TFEB	Tfeb	TFEB_Tfeb
9124	ESX1	Esx1	ESX1_Esx1
9125	ZNHIT1	Znhit1	ZNHIT1_Znhit1
9126	BRSK2	Brsk2	BRSK2_Brsk2
9127	CYSRT1	Cysrt1	CYSRT1_Cysrt1
9128	C3orf62	1700102P08Rik	C3orf62_1700102P08Rik
9129	PIEZO2	Piezo2	PIEZO2_Piezo2
9130	KLRG2	Klrg2	KLRG2_Klrg2
9131	PTGR2	Ptgr2	PTGR2_Ptgr2
9132	KCNMB2	Kcnmb2	KCNMB2_Kcnmb2
9133	GPI	Gpi1	GPI_Gpi1
9134	NIFK	Nifk	NIFK_Nifk
9135	KPNA1	Kpna1	KPNA1_Kpna1
9136	EIF4B	Eif4b	EIF4B_Eif4b
9137	GART	Gart	GART_Gart
9138	RET	Ret	RET_Ret
9139	KCNH6	Kcnh6	KCNH6_Kcnh6
9140	ZNF366	Zfp366	ZNF366_Zfp366
9141	C17orf100	4930563E22Rik	C17orf100_4930563E22Rik
9142	DCDC2	Dcdc2a	DCDC2_Dcdc2a
9143	ZNF185	Zfp185	ZNF185_Zfp185
9144	FAM3C	Fam3c	FAM3C_Fam3c
9145	FBXW4	Fbxw4	FBXW4_Fbxw4
9146	PRPF39	Prpf39	PRPF39_Prpf39
9147	MED8	Med8	MED8_Med8
9148	ZNF395	Zfp395	ZNF395_Zfp395
9149	FOXC2	Foxc2	FOXC2_Foxc2
9150	C6orf47	D17H6S53E	C6orf47_D17H6S53E
9151	DAD1	Dad1	DAD1_Dad1
9152	TBC1D2B	Tbc1d2b	TBC1D2B_Tbc1d2b
9153	PSEN2	Psen2	PSEN2_Psen2
9154	ENTHD1	Enthd1	ENTHD1_Enthd1
9155	MEN1	Men1	MEN1_Men1
9156	MPRIP	Mprip	MPRIP_Mprip
9157	CDKL3	Cdkl3	CDKL3_Cdkl3
9158	C20orf141	1700020A23Rik	C20orf141_1700020A23Rik
9159	GZMK	Gzmk	GZMK_Gzmk
9160	STUB1	Stub1	STUB1_Stub1
9161	CPLANE1	Cplane1	CPLANE1_Cplane1
9162	TMEM230	Tmem230	TMEM230_Tmem230
9163	VEGFC	Vegfc	VEGFC_Vegfc
9164	KCNC1	Kcnc1	KCNC1_Kcnc1
9165	ALG13	Alg13	ALG13_Alg13
9166	CCDC180	Ccdc180	CCDC180_Ccdc180
9167	SPATA20	Spata20	SPATA20_Spata20
9168	IMMP1L	Immp1l	IMMP1L_Immp1l
9169	PRSS58	Prss58	PRSS58_Prss58
9170	OPN4	Opn4	OPN4_Opn4
9171	BCCIP	Bccip	BCCIP_Bccip
9172	ITPRID2	Itprid2	ITPRID2_Itprid2
9173	RPS12	Rps12	RPS12_Rps12
9174	RCHY1	Rchy1	RCHY1_Rchy1
9175	MPP3	Mpp3	MPP3_Mpp3
9176	FYCO1	Fyco1	FYCO1_Fyco1
9177	TCOF1	Tcof1	TCOF1_Tcof1
9178	KARS1	Kars	KARS1_Kars
9179	SFSWAP	Sfswap	SFSWAP_Sfswap
9180	RRAGD	Rragd	RRAGD_Rragd
9181	ZCCHC10	Zcchc10	ZCCHC10_Zcchc10
9182	MAP1B	Map1b	MAP1B_Map1b
9183	HOXC12	Hoxc12	HOXC12_Hoxc12
9184	KBTBD7	Kbtbd7	KBTBD7_Kbtbd7
9185	CTSK	Ctsk	CTSK_Ctsk
9186	HPS6	Hps6	HPS6_Hps6
9187	FCGR2B	Fcgr2b	FCGR2B_Fcgr2b
9188	FMNL1	Fmnl1	FMNL1_Fmnl1
9189	HSF2BP	Hsf2bp	HSF2BP_Hsf2bp
9190	ADAMTSL3	Adamtsl3	ADAMTSL3_Adamtsl3
9191	SIPA1L3	Sipa1l3	SIPA1L3_Sipa1l3
9192	CLEC7A	Clec7a	CLEC7A_Clec7a
9193	PHETA1	Pheta1	PHETA1_Pheta1
9194	PPP1R15A	Ppp1r15a	PPP1R15A_Ppp1r15a
9195	LY6G5C	Ly6g5c	LY6G5C_Ly6g5c
9196	DIP2C	Dip2c	DIP2C_Dip2c
9197	CARM1	Carm1	CARM1_Carm1
9198	PAPOLB	Papolb	PAPOLB_Papolb
9199	MSH6	Msh6	MSH6_Msh6
9200	NABP2	Nabp2	NABP2_Nabp2
9201	ZFP14	Zfp14	ZFP14_Zfp14
9202	LRP5	Lrp5	LRP5_Lrp5
9203	ALG10	Alg10b	ALG10_Alg10b
9204	GCG	Gcg	GCG_Gcg
9205	TBC1D31	Tbc1d31	TBC1D31_Tbc1d31
9206	OR1J4	Olfr350	OR1J4_Olfr350
9207	DLD	Dld	DLD_Dld
9208	PTPRN2	Ptprn2	PTPRN2_Ptprn2
9209	C4orf19	0610040J01Rik	C4orf19_0610040J01Rik
9210	B3GALT9	Gm34653	B3GALT9_Gm34653
9211	TSPOAP1	Tspoap1	TSPOAP1_Tspoap1
9212	SDCBP2	Sdcbp2	SDCBP2_Sdcbp2
9213	REEP5	Reep5	REEP5_Reep5
9214	PODNL1	Podnl1	PODNL1_Podnl1
9215	STRADB	Stradb	STRADB_Stradb
9216	B4GALNT3	B4galnt3	B4GALNT3_B4galnt3
9217	RALBP1	Ralbp1	RALBP1_Ralbp1
9218	MRPS34	Mrps34	MRPS34_Mrps34
9219	BPNT1	Bpnt1	BPNT1_Bpnt1
9220	EVI2A	Evi2a	EVI2A_Evi2a
9221	U2SURP	U2surp	U2SURP_U2surp
9222	ADPRM	Adprm	ADPRM_Adprm
9223	MEAK7	Meak7	MEAK7_Meak7
9224	ACBD6	Acbd6	ACBD6_Acbd6
9225	NFIX	Nfix	NFIX_Nfix
9226	CBX1	Cbx1	CBX1_Cbx1
9227	GCSAM	Gcsam	GCSAM_Gcsam
9228	PCDH10	Pcdh10	PCDH10_Pcdh10
9229	AP3D1	Ap3d1	AP3D1_Ap3d1
9230	CACUL1	Cacul1	CACUL1_Cacul1
9231	HPRT1	Hprt	HPRT1_Hprt
9232	USHBP1	Ushbp1	USHBP1_Ushbp1
9233	USP15	Usp15	USP15_Usp15
9234	IL4R	Il4ra	IL4R_Il4ra
9235	GABPA	Gabpa	GABPA_Gabpa
9236	VGLL4	Vgll4	VGLL4_Vgll4
9237	UGT3A1	Ugt3a2	UGT3A1_Ugt3a2
9238	MRPL57	Mrpl57	MRPL57_Mrpl57
9239	RPS6KC1	Rps6kc1	RPS6KC1_Rps6kc1
9240	DUSP6	Dusp6	DUSP6_Dusp6
9241	SPINK7	Spink7	SPINK7_Spink7
9242	RETNLB	Retnlb	RETNLB_Retnlb
9243	HNRNPLL	Hnrnpll	HNRNPLL_Hnrnpll
9244	GDF5	Gdf5	GDF5_Gdf5
9245	STAC	Stac	STAC_Stac
9246	ROM1	Rom1	ROM1_Rom1
9247	BANF2	Banf2	BANF2_Banf2
9248	LARGE1	Large1	LARGE1_Large1
9249	FOLR1	Folr1	FOLR1_Folr1
9250	LRRIQ3	Lrriq3	LRRIQ3_Lrriq3
9251	WASF3	Wasf3	WASF3_Wasf3
9252	CAMKMT	Camkmt	CAMKMT_Camkmt
9253	CELF1	Celf1	CELF1_Celf1
9254	C10orf99	2610528A11Rik	C10orf99_2610528A11Rik
9255	STXBP4	Stxbp4	STXBP4_Stxbp4
9256	C1orf43	4933434E20Rik	C1orf43_4933434E20Rik
9257	LPP	Lpp	LPP_Lpp
9258	MCM7	Mcm7	MCM7_Mcm7
9259	PMF1	Pmf1	PMF1_Pmf1
9260	RCN3	Rcn3	RCN3_Rcn3
9261	CD1D	Cd1d1	CD1D_Cd1d1
9262	SLC9A9	Slc9a9	SLC9A9_Slc9a9
9263	AGPAT4	Agpat4	AGPAT4_Agpat4
9264	SULT1B1	Sult1b1	SULT1B1_Sult1b1
9265	NELFA	Nelfa	NELFA_Nelfa
9266	ADHFE1	Adhfe1	ADHFE1_Adhfe1
9267	DUSP7	Dusp7	DUSP7_Dusp7
9268	GNAQ	Gnaq	GNAQ_Gnaq
9269	GRPEL2	Grpel2	GRPEL2_Grpel2
9270	MOSPD2	Mospd2	MOSPD2_Mospd2
9271	ADCY3	Adcy3	ADCY3_Adcy3
9272	CPNE9	Cpne9	CPNE9_Cpne9
9273	PHF21B	Phf21b	PHF21B_Phf21b
9274	METTL5	Mettl5	METTL5_Mettl5
9275	WDR61	Wdr61	WDR61_Wdr61
9276	MRPL17	Mrpl17	MRPL17_Mrpl17
9277	HMMR	Hmmr	HMMR_Hmmr
9278	IGBP1	Igbp1	IGBP1_Igbp1
9279	AIFM2	Aifm2	AIFM2_Aifm2
9280	MTNR1B	Mtnr1b	MTNR1B_Mtnr1b
9281	OR5B2	Olfr1451	OR5B2_Olfr1451
9282	LPIN2	Lpin2	LPIN2_Lpin2
9283	DUSP4	Dusp4	DUSP4_Dusp4
9284	CYB5B	Cyb5b	CYB5B_Cyb5b
9285	ZNF726	Zfp712	ZNF726_Zfp712
9286	FGF13	Fgf13	FGF13_Fgf13
9287	CUL4A	Cul4a	CUL4A_Cul4a
9288	PALD1	Pald1	PALD1_Pald1
9289	OR6X1	Olfr986	OR6X1_Olfr986
9290	FCHSD1	Fchsd1	FCHSD1_Fchsd1
9291	OSTF1	Ostf1	OSTF1_Ostf1
9292	ARHGEF37	Arhgef37	ARHGEF37_Arhgef37
9293	CCL20	Ccl20	CCL20_Ccl20
9294	DENND1C	Dennd1c	DENND1C_Dennd1c
9295	TANGO6	Tango6	TANGO6_Tango6
9296	CAPG	Capg	CAPG_Capg
9297	ADPGK	Adpgk	ADPGK_Adpgk
9298	PRR30	Prr30	PRR30_Prr30
9299	FAM161A	Fam161a	FAM161A_Fam161a
9300	SYNE2	Syne2	SYNE2_Syne2
9301	UPK2	Upk2	UPK2_Upk2
9302	HCAR1	Hcar1	HCAR1_Hcar1
9303	OR51E2	Olfr78	OR51E2_Olfr78
9304	OR6C1	Olfr802	OR6C1_Olfr802
9305	FABP1	Fabp1	FABP1_Fabp1
9306	SMAD1	Smad1	SMAD1_Smad1
9307	PPP1R11	Ppp1r11	PPP1R11_Ppp1r11
9308	EID1	Eid1	EID1_Eid1
9309	OR5AK2	Olfr993	OR5AK2_Olfr993
9310	GGCT	Ggct	GGCT_Ggct
9311	CLEC18B	Clec18a	CLEC18B_Clec18a
9312	LHPP	Lhpp	LHPP_Lhpp
9313	PKDREJ	Pkdrej	PKDREJ_Pkdrej
9314	GMCL1	Gmcl1	GMCL1_Gmcl1
9315	FAM90A1	Fam90a1b	FAM90A1_Fam90a1b
9316	SYCE1	Syce1	SYCE1_Syce1
9317	GGT6	Ggt6	GGT6_Ggt6
9318	KCND3	Kcnd3	KCND3_Kcnd3
9319	GKN1	Gkn1	GKN1_Gkn1
9320	FBXO46	Fbxo46	FBXO46_Fbxo46
9321	GAP43	Gap43	GAP43_Gap43
9322	S100A3	S100a3	S100A3_S100a3
9323	CIRBP	Cirbp	CIRBP_Cirbp
9324	PRXL2C	Prxl2c	PRXL2C_Prxl2c
9325	CDKL4	Cdkl4	CDKL4_Cdkl4
9326	TULP3	Tulp3	TULP3_Tulp3
9327	HMG20A	Hmg20a	HMG20A_Hmg20a
9328	NLRC3	Nlrc3	NLRC3_Nlrc3
9329	CATSPERE	Catspere1	CATSPERE_Catspere1
9330	NBEAL2	Nbeal2	NBEAL2_Nbeal2
9331	COX11	Cox11	COX11_Cox11
9332	EDA	Eda	EDA_Eda
9333	SP5	Sp5	SP5_Sp5
9334	C12orf4	D6Wsu163e	C12orf4_D6Wsu163e
9335	CYP7A1	Cyp7a1	CYP7A1_Cyp7a1
9336	TSPAN31	Tspan31	TSPAN31_Tspan31
9337	GPC5	Gpc5	GPC5_Gpc5
9338	RIMS3	Rims3	RIMS3_Rims3
9339	SLC5A4	Slc5a4a	SLC5A4_Slc5a4a
9340	ATP6V1E1	Atp6v1e1	ATP6V1E1_Atp6v1e1
9341	DPY19L1	Dpy19l1	DPY19L1_Dpy19l1
9342	SLC25A33	Slc25a33	SLC25A33_Slc25a33
9343	BAP1	Bap1	BAP1_Bap1
9344	GNB5	Gnb5	GNB5_Gnb5
9345	ERG	Erg	ERG_Erg
9346	LCE6A	Lce6a	LCE6A_Lce6a
9347	PRAG1	Prag1	PRAG1_Prag1
9348	SCML2	Scml2	SCML2_Scml2
9349	UTP14A	Utp14a	UTP14A_Utp14a
9350	FKBP1B	Fkbp1b	FKBP1B_Fkbp1b
9351	DYRK2	Dyrk2	DYRK2_Dyrk2
9352	MTMR7	Mtmr7	MTMR7_Mtmr7
9353	CEP72	Cep72	CEP72_Cep72
9354	CPVL	Cpvl	CPVL_Cpvl
9355	SLC12A5	Slc12a5	SLC12A5_Slc12a5
9356	CYSTM1	Cystm1	CYSTM1_Cystm1
9357	PBXIP1	Pbxip1	PBXIP1_Pbxip1
9358	SLC1A7	Slc1a7	SLC1A7_Slc1a7
9359	OSER1	Oser1	OSER1_Oser1
9360	PICK1	Pick1	PICK1_Pick1
9361	PTGES3L	Ptges3l	PTGES3L_Ptges3l
9362	RSRC2	Rsrc2	RSRC2_Rsrc2
9363	OR51G2	Olfr577	OR51G2_Olfr577
9364	INO80C	Ino80c	INO80C_Ino80c
9365	CTC1	Ctc1	CTC1_Ctc1
9366	ENTPD5	Entpd5	ENTPD5_Entpd5
9367	BTBD9	Btbd9	BTBD9_Btbd9
9368	IL17RC	Il17rc	IL17RC_Il17rc
9369	ALCAM	Alcam	ALCAM_Alcam
9370	RAB39B	Rab39b	RAB39B_Rab39b
9371	LRRK2	Lrrk2	LRRK2_Lrrk2
9372	RNF220	Rnf220	RNF220_Rnf220
9373	OS9	Os9	OS9_Os9
9374	HELQ	Helq	HELQ_Helq
9375	MED18	Med18	MED18_Med18
9376	RNF31	Rnf31	RNF31_Rnf31
9377	DNAJC21	Dnajc21	DNAJC21_Dnajc21
9378	CDC42BPG	Cdc42bpg	CDC42BPG_Cdc42bpg
9379	POC1B	Poc1b	POC1B_Poc1b
9380	IARS2	Iars2	IARS2_Iars2
9381	CCDC88B	Ccdc88b	CCDC88B_Ccdc88b
9382	SELENOO	Selenoo	SELENOO_Selenoo
9383	EIF4E3	Eif4e3	EIF4E3_Eif4e3
9384	ARHGAP17	Arhgap17	ARHGAP17_Arhgap17
9385	GIT1	Git1	GIT1_Git1
9386	KRT25	Krt25	KRT25_Krt25
9387	IFITM10	Ifitm10	IFITM10_Ifitm10
9388	C4orf17	4930579F01Rik	C4orf17_4930579F01Rik
9389	RIMS4	Rims4	RIMS4_Rims4
9390	RP2	Rp2	RP2_Rp2
9391	PLAA	Plaa	PLAA_Plaa
9392	KCNMB3	Kcnmb3	KCNMB3_Kcnmb3
9393	FAP	Fap	FAP_Fap
9394	SERPINE3	Serpine3	SERPINE3_Serpine3
9395	LYPLA2	Lypla2	LYPLA2_Lypla2
9396	POLE3	Pole3	POLE3_Pole3
9397	ANKRD13C	Ankrd13c	ANKRD13C_Ankrd13c
9398	PCDHA1	Pcdha1	PCDHA1_Pcdha1
9399	CHD2	Chd2	CHD2_Chd2
9400	TAF1	Taf1	TAF1_Taf1
9401	RTN4R	Rtn4r	RTN4R_Rtn4r
9402	ASCC1	Ascc1	ASCC1_Ascc1
9403	XYLT1	Xylt1	XYLT1_Xylt1
9404	CBL	Cbl	CBL_Cbl
9405	YEATS2	Yeats2	YEATS2_Yeats2
9406	SYCE2	Syce2	SYCE2_Syce2
9407	SMIM15	Smim15	SMIM15_Smim15
9408	FAM186A	Fam186a	FAM186A_Fam186a
9409	PROS1	Pros1	PROS1_Pros1
9410	HORMAD2	Hormad2	HORMAD2_Hormad2
9411	VCPIP1	Vcpip1	VCPIP1_Vcpip1
9412	TRPV4	Trpv4	TRPV4_Trpv4
9413	C1R	C1ra	C1R_C1ra
9414	OR5T3	Olfr1093	OR5T3_Olfr1093
9415	GTF3C2	Gtf3c2	GTF3C2_Gtf3c2
9416	AADAC	Aadac	AADAC_Aadac
9417	PEX5	Pex5	PEX5_Pex5
9418	LZIC	Lzic	LZIC_Lzic
9419	WNT5B	Wnt5b	WNT5B_Wnt5b
9420	AFG1L	Afg1l	AFG1L_Afg1l
9421	SC5D	Sc5d	SC5D_Sc5d
9422	FAXDC2	Gm12248	FAXDC2_Gm12248
9423	ZNF668	Zfp668	ZNF668_Zfp668
9424	TCF24	Tcf24	TCF24_Tcf24
9425	GTF2B	Gtf2b	GTF2B_Gtf2b
9426	ATP8B2	Atp8b2	ATP8B2_Atp8b2
9427	STRBP	Strbp	STRBP_Strbp
9428	TTLL5	Ttll5	TTLL5_Ttll5
9429	ATP2C1	Atp2c1	ATP2C1_Atp2c1
9430	UBE2T	Ube2t	UBE2T_Ube2t
9431	LAMB1	Lamb1	LAMB1_Lamb1
9432	NDUFS3	Ndufs3	NDUFS3_Ndufs3
9433	RASL10A	Rasl10a	RASL10A_Rasl10a
9434	WDR33	Wdr33	WDR33_Wdr33
9435	TRUB1	Trub1	TRUB1_Trub1
9436	MIIP	Miip	MIIP_Miip
9437	PIGU	Pigu	PIGU_Pigu
9438	RASGEF1C	Rasgef1c	RASGEF1C_Rasgef1c
9439	CACNA1E	Cacna1e	CACNA1E_Cacna1e
9440	NUP88	Nup88	NUP88_Nup88
9441	UGGT1	Uggt1	UGGT1_Uggt1
9442	ZNF236	Zfp236	ZNF236_Zfp236
9443	ITPR2	Itpr2	ITPR2_Itpr2
9444	OR56A5	Olfr683	OR56A5_Olfr683
9445	ZNF275	Zfp275	ZNF275_Zfp275
9446	CPEB3	Cpeb3	CPEB3_Cpeb3
9447	AMBP	Ambp	AMBP_Ambp
9448	FAN1	Fan1	FAN1_Fan1
9449	CLPB	Clpb	CLPB_Clpb
9450	CHERP	Cherp	CHERP_Cherp
9451	PCDHB15	Pcdhb22	PCDHB15_Pcdhb22
9452	IL27	Il27	IL27_Il27
9453	IL24	Il24	IL24_Il24
9454	NOP58	Nop58	NOP58_Nop58
9455	ARPC4	Arpc4	ARPC4_Arpc4
9456	NNMT	Nnmt	NNMT_Nnmt
9457	CYP4F22	Cyp4f39	CYP4F22_Cyp4f39
9458	PTGIS	Ptgis	PTGIS_Ptgis
9459	C19orf84	Gm38999	C19orf84_Gm38999
9460	SERPINC1	Serpinc1	SERPINC1_Serpinc1
9461	SAXO1	Saxo1	SAXO1_Saxo1
9462	RAB22A	Rab22a	RAB22A_Rab22a
9463	GLOD4	Glod4	GLOD4_Glod4
9464	NSD3	Nsd3	NSD3_Nsd3
9465	INCENP	Incenp	INCENP_Incenp
9466	MMP10	Mmp10	MMP10_Mmp10
9467	CEP97	Cep97	CEP97_Cep97
9468	PRM3	Prm3	PRM3_Prm3
9469	CD82	Cd82	CD82_Cd82
9470	YPEL2	Ypel2	YPEL2_Ypel2
9471	OR4D6	Olfr1428	OR4D6_Olfr1428
9472	MMACHC	Mmachc	MMACHC_Mmachc
9473	CCNA2	Ccna2	CCNA2_Ccna2
9474	KLRC2	Klrc2	KLRC2_Klrc2
9475	INF2	Inf2	INF2_Inf2
9476	PWP2	Pwp2	PWP2_Pwp2
9477	KAT8	Kat8	KAT8_Kat8
9478	TBC1D7	Tbc1d7	TBC1D7_Tbc1d7
9479	TMEM141	Tmem141	TMEM141_Tmem141
9480	RPS6KA3	Rps6ka3	RPS6KA3_Rps6ka3
9481	RSL1D1	Rsl1d1	RSL1D1_Rsl1d1
9482	TBC1D13	Tbc1d13	TBC1D13_Tbc1d13
9483	NIM1K	Nim1k	NIM1K_Nim1k
9484	SMIM35	BC049352	SMIM35_BC049352
9485	SLC26A6	Slc26a6	SLC26A6_Slc26a6
9486	RECQL	Recql	RECQL_Recql
9487	VGLL2	Vgll2	VGLL2_Vgll2
9488	MLF2	Mlf2	MLF2_Mlf2
9489	IWS1	Iws1	IWS1_Iws1
9490	HUNK	Hunk	HUNK_Hunk
9491	REEP2	Reep2	REEP2_Reep2
9492	UQCRC2	Uqcrc2	UQCRC2_Uqcrc2
9493	IQSEC2	Iqsec2	IQSEC2_Iqsec2
9494	OR52N5	Olfr669	OR52N5_Olfr669
9495	TERB1	Terb1	TERB1_Terb1
9496	CYB5R1	Cyb5r1	CYB5R1_Cyb5r1
9497	EXD2	Exd2	EXD2_Exd2
9498	NOP10	Nop10	NOP10_Nop10
9499	KLF9	Klf9	KLF9_Klf9
9500	PLEKHG2	Plekhg2	PLEKHG2_Plekhg2
9501	SLC34A2	Slc34a2	SLC34A2_Slc34a2
9502	FNDC8	Fndc8	FNDC8_Fndc8
9503	ZNF778	Zfp26	ZNF778_Zfp26
9504	TMPRSS13	Tmprss13	TMPRSS13_Tmprss13
9505	MID2	Mid2	MID2_Mid2
9506	UTP4	Utp4	UTP4_Utp4
9507	SPTB	Sptb	SPTB_Sptb
9508	NEFL	Nefl	NEFL_Nefl
9509	BIRC6	Birc6	BIRC6_Birc6
9510	VAV2	Vav2	VAV2_Vav2
9511	SELENON	Selenon	SELENON_Selenon
9512	SLC1A3	Slc1a3	SLC1A3_Slc1a3
9513	POR	Por	POR_Por
9514	CSRNP3	Csrnp3	CSRNP3_Csrnp3
9515	C20orf144	1700003F12Rik	C20orf144_1700003F12Rik
9516	BCL2A1	Bcl2a1d	BCL2A1_Bcl2a1d
9517	OR52D1	Olfr646	OR52D1_Olfr646
9518	CHRDL2	Chrdl2	CHRDL2_Chrdl2
9519	OR7D4	Olfr39	OR7D4_Olfr39
9520	LGALS12	Lgals12	LGALS12_Lgals12
9521	GPR176	Gpr176	GPR176_Gpr176
9522	RPL37	Rpl37	RPL37_Rpl37
9523	HOXB4	Hoxb4	HOXB4_Hoxb4
9524	CDCP1	Cdcp1	CDCP1_Cdcp1
9525	ANAPC15	Anapc15	ANAPC15_Anapc15
9526	ZFP69	Zfp69	ZFP69_Zfp69
9527	TOMM70	Tomm70a	TOMM70_Tomm70a
9528	VKORC1L1	Vkorc1l1	VKORC1L1_Vkorc1l1
9529	DRD3	Drd3	DRD3_Drd3
9530	AP1G2	Ap1g2	AP1G2_Ap1g2
9531	FBXW9	Fbxw9	FBXW9_Fbxw9
9532	MTHFS	Mthfsl	MTHFS_Mthfsl
9533	UBE2B	Ube2b	UBE2B_Ube2b
9534	SNAPC1	Snapc1	SNAPC1_Snapc1
9535	ZFYVE19	Zfyve19	ZFYVE19_Zfyve19
9536	ATP8B1	Atp8b1	ATP8B1_Atp8b1
9537	EFCAB9	Efcab9	EFCAB9_Efcab9
9538	UBAC1	Ubac1	UBAC1_Ubac1
9539	ACTN4	Actn4	ACTN4_Actn4
9540	WFDC10A	Wfdc10	WFDC10A_Wfdc10
9541	ZNF3	Zfp113	ZNF3_Zfp113
9542	FBXO11	Fbxo11	FBXO11_Fbxo11
9543	PSKH1	Pskh1	PSKH1_Pskh1
9544	TMEM248	Tmem248	TMEM248_Tmem248
9545	OLR1	Olr1	OLR1_Olr1
9546	SMARCA2	Smarca2	SMARCA2_Smarca2
9547	ZEB1	Zeb1	ZEB1_Zeb1
9548	MYMX	Mymx	MYMX_Mymx
9549	PNP	Pnp	PNP_Pnp
9550	PAPOLA	Papola	PAPOLA_Papola
9551	PRG3	Prg3	PRG3_Prg3
9552	ALDH1A3	Aldh1a3	ALDH1A3_Aldh1a3
9553	HTRA4	Htra4	HTRA4_Htra4
9554	LOXL4	Loxl4	LOXL4_Loxl4
9555	SLC22A13	Slc22a13	SLC22A13_Slc22a13
9556	RAB18	Rab18	RAB18_Rab18
9557	GUCY1A2	Gucy1a2	GUCY1A2_Gucy1a2
9558	FRMD8	Frmd8	FRMD8_Frmd8
9559	SPRY2	Spry2	SPRY2_Spry2
9560	NFU1	Nfu1	NFU1_Nfu1
